Date,Stocks,Bonds,Gold
2013-04-29,0.0,0.0,0.0
2013-04-30,0.0024849241658875254,2.7197932957134796e-05,0.00033874191253691066
2013-05-01,-0.009307886352397654,0.001659028788228989,-0.012867833801767592
2013-05-02,0.009407973715801932,0.00023079324997632433,0.006243353572776389
2013-05-03,0.010534617768013232,-0.0047369564037136325,0.0022500255684723136
2013-05-06,0.00190780589933226,-0.00010910033139222008,-0.000340147624068865
2013-05-07,0.005230293663060381,-0.0009683710907131271,-0.012045323080064008
2013-05-08,0.004139093212625067,0.0009556574923546002,0.014740830032719199
2013-05-09,-0.0036871665778561713,-0.0015957882102619614,-0.010725316498659487
2013-05-10,0.004321712455507276,-0.002472643816341491,-0.00734209352592019
2013-05-13,4.284752402528014e-05,-0.0010545056148999477,-0.011958663118238788
2013-05-14,0.01014218647667664,-0.0019467255254101978,-0.0039878266344840485
2013-05-15,0.005114097701079734,0.0011950385296906063,-0.022758402697292235
2013-05-16,-0.005009705928453401,0.0014542860278783376,-0.004815813117699963
2013-05-17,0.01030009633619522,-0.0021782612269501955,-0.019356469611064964
2013-05-20,-0.0007076589084061835,-0.00020594494405168362,0.025704290185969425
2013-05-21,0.001722389259972923,0.0009338093930240099,-0.013355832405845036
2013-05-22,-0.008273622660500024,-0.003333882120513776,-0.0037844328808995797
2013-05-23,-0.0029238529616092412,-0.00011012457842929368,0.01534134492457162
2013-05-24,-0.0005513447358695966,5.506835359403439e-05,-0.0033097096809007187
2013-05-27,0.0,0.0,0.006641400469229453
2013-05-28,0.0,0.0,-0.010183226361648035
2013-05-29,-0.007047938026336409,0.000650501024193062,0.008911429088933165
2013-05-30,0.0036703147370720224,-0.0006500781476921347,0.014936627051093332
2013-05-31,-0.014307215261029627,-0.0018684603886396367,-0.01839600948102027
2013-06-03,0.005935955455805386,-0.0009429122120999667,0.016866688290626097
2013-06-04,-0.005510783823654886,-0.00037474496523204337,-0.008009923799397467
2013-06-05,-0.013779744755973433,-0.0003887700980255149,0.0018578727357174696
2013-06-06,0.008490272857231584,0.0014167847320609717,0.007631682179665589
2013-06-07,0.012831574795385103,-0.0025660230803373762,-0.021518315342417327
2013-06-10,-0.0003468461341870066,-0.002517000180778939,0.0027489420190256464
2013-06-11,-0.010153334834825611,0.0005018820577165073,-0.0060599502218374734
2013-06-12,-0.008369564548959874,-0.00203438954379509,0.007258210851025293
2013-06-13,0.014784312752710083,0.004426137950293008,-0.0021617726535759774
2013-06-14,-0.0058850130778067555,0.0010425789232244576,0.003827405668893169
2013-06-17,0.007567328321233413,-0.0006665555740710261,-0.0042444516384301245
2013-06-18,0.007791146036704388,-0.0008754377188592288,-0.012065166347577927
2013-06-19,-0.01385147202160053,-0.0057857331608741625,-0.012431898789718066
2013-06-20,-0.025010282823694108,-0.009078827726096361,-0.054352252952719504
2013-06-21,0.002669705765683039,-0.004164549099328063,0.014486511882854991
2013-06-24,-0.012144960846002695,-0.00481989197771493,-0.010497472116089646
2013-06-25,0.009497231563356134,0.0023503938690330184,-0.004290338936775995
2013-06-26,0.00959049892004571,0.003453372367336449,-0.04105135336284238
2013-06-27,0.006199867769419942,0.004036312651361618,-0.01968873820513861
2013-06-28,-0.004289610711629144,0.0070245718960701975,0.028167840326680293
2013-07-01,0.0054037901237642405,-0.00477644554011647,0.0151570415400204
2013-07-02,-0.0005449051369693647,0.0001688927671672502,-0.008543255219769286
2013-07-03,0.0008239988104679075,-0.0007036010300718321,0.008133682303200995
2013-07-04,0.0,0.0,-0.002156807924271975
2013-07-05,0.0,0.0,-0.021774806868670726
2013-07-08,0.005251579456948763,0.004514126224652637,0.011211588035517028
2013-07-09,0.007229679480145856,0.0010915637714237203,0.011087281997329113
2013-07-10,0.00018156289338633336,-0.002449800334192398,0.009925161083763623
2013-07-11,0.013554235093367062,0.006757044502803788,0.017515355656825715
2013-07-12,0.0030865303100859887,-0.0013536188153016049,0.00023367215796255003
2013-07-15,0.0013748445116326113,0.0026826685492411517,-0.0018689405443289564
2013-07-16,-0.0037087667161961324,0.001422234739139716,0.006709576750536295
2013-07-17,0.0027740326679632776,0.0023060914562123003,-0.013097221684039151
2013-07-18,0.005032988083835344,-0.0016273849607182367,0.007302995798814216
2013-07-19,0.0016100676583579165,0.0025996290259118204,0.009588774118105547
2013-07-22,0.00203298878901248,0.0006727494428793168,0.0304235357708198
2013-07-23,-0.0018519283056034341,-0.00023810524251710596,0.009741841207988378
2013-07-24,-0.0038111782745112732,-0.003306248248809207,-0.01981520650116886
2013-07-25,0.002556437358387509,-0.0003373439784097876,0.00976717773992064
2013-07-26,0.0008282798402603486,0.0006889763779527325,-0.00044989315037691213
2013-07-29,-0.0037359973989892215,-7.025530778848044e-05,-0.004200892689696478
2013-07-30,0.0003738140304867521,-0.0006744983418582873,-0.000828656446570597
2013-07-31,-0.00013642079290143716,0.0011530457281063722,-0.0028650054661287783
2013-08-01,0.01254056106256618,-0.004789460378100574,-0.010736834146157115
2013-08-02,0.0016404295581973205,0.0031612966961627187,0.001987235831390821
2013-08-05,-0.001479817742605305,0.00037984834203230733,-0.005873603112246828
2013-08-06,-0.005723022130581068,-0.0006047139562356252,-0.01668904661423365
2013-08-07,-0.003805887932507246,0.0014634489551819119,0.0038236441669918797
2013-08-08,0.0038854817819991005,0.0005479914007504583,0.019667288557214002
2013-08-09,-0.003569997879209197,0.0012217728345129686,0.001372264999618844
2013-08-12,-0.0011528774639061323,-0.0019075671505717207,0.017129805862200254
2013-08-13,0.0027760185146821215,-0.003372728678030845,-0.011751497005988099
2013-08-14,-0.005176606695943664,-0.0005358225581296727,0.011664015753995338
2013-08-15,-0.01428156094435129,-0.0036399035002326885,0.022609867485213764
2013-08-16,-0.003304601160523002,-0.00257706412924974,0.0076140273812137504
2013-08-19,-0.005900364167819139,-0.002910236935875443,-0.008283077817336282
2013-08-20,0.0038212458841111463,0.0029187311350304945,0.0041761301194225275
2013-08-21,-0.005779647169183222,-0.003918172655129726,-0.0032832336203122425
2013-08-22,0.008619430241051829,0.0010119005202022802,0.007027304004099344
2013-08-23,0.003946987253765855,0.0029187311350304945,0.01577378788980166
2013-08-26,-0.004039675383228136,0.001731945883789221,0.00522398740518093
