BTC,521.4286
ETH,111.979
XRP,38.7577
BCH,14.4295
LTC,14.1742
DASH,7.5498
XEM,5.9696
XMR,4.6942
ETC,4.4417
MIOTA,4.072
ADA,3.3065
NEO,2.6529
XLM,1.8439
STEEM,1.3434
EOS,1.2752
MAID,1.1395
REP,0.7519
BTG,0.5797
STRAT,0.3891
DOGE,0.3377
BTS,0.2867
LSK,0.2424
GNT,0.1643
WAVES,0.0761
NXT,0.0568
FCT,0.0563
PPC,0.0014
