ADA,-0.0397118412622
BCH,-0.10897819815
BTS,-0.0205652178493
DASH,-0.0569961769094
DOGE,-0.025644631705
ETH,-0.0737760843323
LTC,-0.156839391449
XRP,-0.14749797518
