date,Fund,Bitcoin,Ethereum,Ripple,Bitcoin Cash,Litecoin,EOS,Cardano,Stellar,NEO,IOTA
2016-04-30,0.029931492575907038,0.09613254346674371,-0.375,-0.07787779596290223,0.0,0.17956656346749233,0.0,0.0,-0.09318293281020107,0.0,0.0
2016-05-31,0.20406134520406435,0.17357968276286306,0.7100671140939596,-0.15012572104718225,0.0,0.230971128608924,0.0,0.0,-0.1822606814494322,0.0,0.0
2016-06-30,0.16550351544318992,0.19918006701735336,-0.010989010989011061,0.1796032022276366,0.0,-0.13006396588486147,0.0,0.0,0.35449735449735464,0.0,0.0
2016-07-31,0.014477781055494344,0.022650993615261017,-0.012698412698412764,-0.09737385659486575,0.0,0.0,0.0,0.0,-0.052734375,0.0,0.0
2016-08-31,-0.12134968080646046,-0.11831781407418718,-0.09646302250803851,-0.013403072899640489,0.0,-0.06617647058823528,0.0,0.0,-0.046391752577319534,0.0,0.0
2016-09-30,0.05661909701692939,0.04870236673072603,0.16370106761565828,0.47614314115308143,0.0,0.007874015748031482,0.0,0.0,0.6308108108108108,0.0,0.0
2016-10-31,0.1036820055529784,0.16000792445354284,-0.14143730886850148,-0.10056116722783381,0.0,0.05208333333333348,0.0,0.0,-0.29764666887636726,-0.05256018989487965,0.0
2016-11-30,0.01589241809746563,0.047876579756347404,-0.27337488869100623,-0.15410531569752928,0.0,-0.03712871287128716,0.0,0.0,-0.2137800849457292,-0.17425802543912772,0.0
2016-12-31,0.28351250334234424,0.3047074482533818,-0.001225490196078427,-0.05340020652013577,0.0,0.1285347043701799,0.0,0.0,0.5276110444177671,-0.016250675166541217,0.0
2017-01-31,-0.024010742410114652,-0.041295816287228115,0.2957055214723927,-0.0042075736325385416,0.0,-0.08428246013667429,0.0,0.0,-0.03457760314341851,0.04193837018559465,0.0
2017-02-28,0.2791677734021365,0.28205350938151486,0.46306818181818166,-0.12237871674491385,0.0,-0.05472636815920395,0.0,0.0,-0.27716727716727707,-0.24897698958448544,0.0
2017-03-31,0.08923216913218165,-0.13049664611423528,2.3495145631067964,1.3268544935805995,0.0,0.8473684210526315,0.0,0.0,0.2781531531531529,0.8211396198957053,0.0
2017-04-30,0.3827354135947758,0.287569157640458,0.32444444444444454,3.0468235113801825,0.0,1.2364672364672367,0.0,0.0,1.1916299559471368,0.29250461386251647,0.0
2017-05-31,1.166313999530469,0.654618078933632,2.3787569302597023,2.8888783683981285,0.0,0.5471337579617834,0.0,0.0,5.190954773869347,2.753712311072347,0.0
2017-06-30,0.2202205307591178,0.16095995318193657,0.3090508679506001,0.29557849629918187,0.0,0.6895841910251133,0.0,0.0,-0.05753246753246766,8.529411764705882,0.0
2017-07-31,-0.12809458621938422,0.0882153715284888,-0.3488042223321788,-0.3796512064947756,0.0,-0.01705653021442488,0.0,0.0,-0.4524596940884663,-0.26337448559670784,-0.3885805924246165
2017-08-31,0.7192511311810535,0.6486407261041387,0.917025479965554,0.3787215995152984,0.6637313777572467,0.5904809122459096,-0.30508474576271183,0.0,0.333459166981251,3.599162011173184,2.409156133362607
2017-09-30,-0.1475425447956441,-0.08549496333076512,-0.22978543494345205,-0.1482435247277617,-0.24227331887201742,-0.17970698254364081,-0.4157056910569106,0.0,-0.3789751816551855,-0.13179471606437898,-0.32802485874926546
2017-10-31,0.2727498042880134,0.47188144336083315,0.05454919720049389,0.04427212316328211,0.029154452180285784,0.07106213186395571,-0.008320787218825343,0.0,1.4013067922808085,0.0034977264777895645,-0.30190067737088366
2017-11-30,0.6214911049196261,0.6155834455856308,0.40285639924523386,0.21752427064548785,2.0717671406635954,0.5300691857370943,2.8725862983406802,2.325428241146179,1.074099854458014,0.13419309864064122,2.113416619270823
2017-12-31,0.6925665822764403,0.3019050570366384,0.6516546462280561,7.521585988889475,0.7219855689820049,1.5155942028985505,2.0833333333333335,5.768926904804544,3.848613356927114,1.2298709280885065,1.5984251968503935
2018-01-31,-0.1595760777205586,-0.21627887142668845,0.503896322713806,-0.46190476190476193,-0.3812516828217555,-0.23814352214591872,0.346650998824912,-0.17893930881865483,0.5376345777514897,1.0038588754134508,-0.32727272727272716
2018-02-28,-0.07542965882752327,0.057280227933756755,-0.18033965399732976,-0.1639849557522124,-0.15467043801079727,0.3144585601935874,-0.255671902268761,-0.3660210993976475,-0.2625595675330601,-0.020770288858321995,-0.11261261261261268
2018-03-31,-0.4325629686234493,-0.3550714873867805,-0.5500780244438622,-0.4594912442825583,-0.43887843250808356,-0.4539764359351989,-0.2837045720984759,-0.5601759116973506,-0.47548902638661517,-0.6458069953645175,-0.4365482233502538
2018-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
